country,origin,system,status,matID,url
Russia,Soviet Union,BMP-2,abandoned,7506,https://i.postimg.cc/5NY2mGtq/u2.jpg
Russia,Soviet Union,BMP-2,abandoned,7507,https://i.postimg.cc/BQzv1YB0/Screenshot-8238.png
Russia,Soviet Union,BMP-2,abandoned,7508,https://i.postimg.cc/tJM8dQNL/h77.png
Russia,Soviet Union,BMP-2,abandoned,7509,https://i.postimg.cc/zBg2tRx0/436.png
Russia,Soviet Union,BMP-2,abandoned,7510,https://i.postimg.cc/MGgQyPNn/ff22.png
Russia,Soviet Union,BMP-2,abandoned,7511,https://i.postimg.cc/DwqTZzsJ/aa5.jpg
Russia,Soviet Union,BMP-2,abandoned,7512,https://i.postimg.cc/15MCpgJd/3r5.png
Russia,Soviet Union,BMP-2,abandoned,7513,https://i.postimg.cc/qR49PRwf/5540.jpg
Russia,Soviet Union,BMP-2,abandoned,7514,https://i.postimg.cc/RZVFPVYR/465.png
Russia,Soviet Union,BMP-2,abandoned,7516,https://i.postimg.cc/rF84w7J1/fsl.png
Russia,Soviet Union,BMP-2K,abandoned,7537,https://i.postimg.cc/jSVTtfWY/aa4.jpg
Russia,Soviet Union,BMD-2,abandoned,7586,https://i.postimg.cc/hvdB25Hw/j2.jpg
Russia,Soviet Union,BMD-2,abandoned,7587,https://i.postimg.cc/xjLsrGfV/79.png
Russia,Soviet Union,BMD-2,abandoned,7588,https://i.postimg.cc/W4N1CS83/v1.png
Russia,Soviet Union,BMD-2,abandoned,7589,https://i.postimg.cc/R0G3QWB8/g6.jpg
Russia,Soviet Union,BMD-2,abandoned,7590,https://i.postimg.cc/yxkdsj2X/8879.jpg
Russia,Soviet Union,BMD-2,abandoned,7591,https://i.postimg.cc/5NVXwfjS/350.png
Russia,Soviet Union,BMD-2,abandoned,7592,https://i.postimg.cc/q7ynHGm8/r6.png
Russia,Russia,BMD-4M,abandoned,7625, https://i.postimg.cc/MZy05BrN/674.png 
Russia,Russia,BTR-82A,abandoned,7658,https://i.postimg.cc/j5kxgNCW/g66.jpg
Russia,Russia,BTR-82A,abandoned,7659,https://i.postimg.cc/J01GbYLL/bb2.png
Russia,Russia,BTR-82A,abandoned,7660,https://i.postimg.cc/bJDw1Gdq/46.png
Russia,Russia,BTR-82A,abandoned,7661,https://i.postimg.cc/Kc32fSfv/6658.png
Russia,Russia,BTR-82A,abandoned,7662,https://i.postimg.cc/25DqyNfS/55448.png
Russia,Russia,BTR-82A,abandoned,7663,https://i.postimg.cc/pLXYWb0d/49.png
Russia,Russia,BTR-82A,abandoned,7664,https://i.postimg.cc/d3ZQm1t0/rgg.png
Russia,Russia,BTR-82A,abandoned,7665,https://i.postimg.cc/MTnD6Msb/45.jpg
Russia,Soviet Union,BTR-80,abandoned,7698,https://i.postimg.cc/gcn1yNwd/h6.png
Russia,Soviet Union,BTR-80,abandoned,7699,https://i.postimg.cc/hGQ71FqT/h7.png
Russia,Soviet Union,BTR-80,abandoned,7700,https://i.postimg.cc/mrxdHDX8/43134.png
Russia,Soviet Union,BTR-80,abandoned,7701,https://i.postimg.cc/FRd1GGTm/f22.png
Russia,Soviet Union,BTR-80,abandoned,7702,https://i.postimg.cc/KjcSwP7f/579.png
Russia,Soviet Union,BTR-D,abandoned,7729,https://i.postimg.cc/W3rVnKRy/x1.jpg
Russia,Soviet Union,BTR-D,abandoned,7730,https://i.postimg.cc/nzH4n8F8/6659.jpg
Russia,Soviet Union,BTR-D,abandoned,7731,https://i.postimg.cc/cHHvDd1J/g7.jpg
Russia,Soviet Union,BTR-D,abandoned,7732,https://i.postimg.cc/Y9V7fHyY/j1.jpg
Russia,Soviet Union,BTR-D,abandoned,7733,https://i.postimg.cc/Vk3585Qr/547.png
Russia,Soviet Union,BTR-D,abandoned,7734,https://i.postimg.cc/Dy5GN1B5/jj8.jpg
Russia,Soviet Union,BTR-D,abandoned,7735,https://i.postimg.cc/P5grPQ3H/4fj.png
Russia,Soviet Union,BTR-D,abandoned,7736,https://i.postimg.cc/zGYyLF60/38.png
Russia,Russia,KamAZ-63968 'Typhoon',abandoned,7759,https://i.postimg.cc/Kjr4dzfx/t11.jpg
Russia,Russia,KamAZ-63968 'Typhoon',abandoned,7760,https://i.postimg.cc/brjsCbQm/t12.jpg
Russia,Russia,K-53949 Typhoon-K,abandoned,7764,https://i.postimg.cc/N0hp3Q4m/545.jpg
Russia,Russia,GAZ Tigr,abandoned,7768,https://i.postimg.cc/mDbvhs6S/n8.png
Russia,Russia,GAZ Tigr-M,abandoned,7789,https://i.postimg.cc/vZRf920n/t1.jpg
Russia,Russia,GAZ Tigr-M,abandoned,7790,https://i.postimg.cc/qv8nGcF5/t2.jpg
Russia,Russia,GAZ Tigr-M,abandoned,7791,https://i.postimg.cc/25GZskrd/t3.jpg
Russia,Italy,Iveco LMV 'Rys',abandoned,7821,https://i.postimg.cc/sDCqXTNg/Screenshot-8445.png
Russia,Russia,MP-2IM signals vehicle,abandoned,7823,https://i.postimg.cc/wM1CmTC8/b89.png
Russia,Russia,Barnaul-T 9С932-1 automated system for air defence units,abandoned,7824,https://i.postimg.cc/fTrQXZpK/g2.jpg
Russia,Russia,R-166-0.5 signals vehicle,abandoned,7828,https://i.postimg.cc/BQ3JL2hJ/g55.png
Russia,Russia,R-419L1 communications station,abandoned,7830,https://i.postimg.cc/HWF2jVg6/5588.png
Russia,Soviet Union,UR-77 'Meterorit' mine clearing vehicle,abandoned,7836,https://i.postimg.cc/rppvJs6P/jj.jpg
Russia,Soviet Union,IMR-2 combat engineering vehicle,abandoned,7851,https://i.postimg.cc/gkmWVDpv/336.png
Russia,Soviet Union,IMR-2 combat engineering vehicle,abandoned,7852,https://i.postimg.cc/Y2Jw09RD/684.png
Russia,Soviet Union,TMM-3 bridge layer,abandoned,7855,https://i.postimg.cc/C1DyRDFk/h89.jpg
Russia,Soviet Union,TMM-3 bridge layer,abandoned,7856,https://i.postimg.cc/rpPCMn2C/b89.png
Russia,Soviet Union,TMM-3 bridge layer,abandoned,7857,https://i.postimg.cc/85dm6pjK/44565.png
Russia,Soviet Union,PTS-3 tracked amphibious transport,abandoned,7867,https://i.postimg.cc/Z5VK9XR3/v77.png
Russia,Soviet Union,PTS-3 tracked amphibious transport,abandoned,7868,https://i.postimg.cc/DzNv6s1w/v88.png
Russia,Soviet Union,9M114 Kokon,abandoned,7898,https://i.postimg.cc/Qdw6LXPV/98u.png
Russia,Soviet Union,9M114 Kokon,abandoned,7899,https://i.postimg.cc/8PNsyDd1/3f.jpg
Russia,Soviet Union,120mm 2B16 Nona-K howitzer,abandoned,7911,https://i.postimg.cc/sfM2Rn9R/f13.png
Russia,Soviet Union,120mm 2B16 Nona-K howitzer,abandoned,7912,https://i.postimg.cc/5jcQqnzn/hhj.jpg
Russia,Soviet Union,122mm D-30 howitzer 2A18,abandoned,7915,https://i.postimg.cc/zXqyhypY/Screenshot-8404.png
Russia,Soviet Union,122mm D-30 howitzer 2A18,abandoned,7916,https://i.postimg.cc/DwP0wn1y/Screenshot-8485.png
Russia,Soviet Union,122mm D-30 howitzer 2A18,abandoned,7917,https://i.postimg.cc/Fs5rrPFD/g66.png
Russia,Soviet Union,152mm 2A65 Msta-B howitzer,abandoned,7931,https://i.postimg.cc/13CTS2R9/431f.png
Russia,Soviet Union,120mm 2S9 Nona,abandoned,7936,https://i.postimg.cc/KcgFMz7v/543.png
Russia,Soviet Union,122mm 2S1 Gvozdika,abandoned,7943,https://i.postimg.cc/qBYJLRq1/63.png 
Russia,Soviet Union,152mm 2S3 Akatsiya,abandoned,7950,https://i.postimg.cc/85D97Vs5/3v.png
Russia,Soviet Union,152mm 2S3 Akatsiya,abandoned,7951,https://i.postimg.cc/zD2FmSBx/j76.png
Russia,Soviet Union,152mm 2S3 Akatsiya,abandoned,7952,https://i.postimg.cc/Y9BBtK7d/470.png
Russia,Soviet Union,152mm 2S19 Msta-S,abandoned,7958,https://i.postimg.cc/Nf5WZ40V/32da.png
Russia,Soviet Union,152mm 2S19 Msta-S,abandoned,7960,https://i.postimg.cc/VkNQR04y/2r.jpg
Russia,Soviet Union,152mm 2S19 Msta-S,abandoned,7961,https://i.postimg.cc/Y08W5pnP/557723.png
Russia,Soviet Union,152mm 2S19 Msta-S,abandoned,7962,https://i.postimg.cc/SKkpzp7Z/aa2.jpg
Russia,Soviet Union,152mm 2S19 Msta-S,abandoned,7963,https://i.postimg.cc/LsDFt0xm/aa3.jpg
Russia,Soviet Union,152mm 2S19 Msta-S,abandoned,7964,https://i.postimg.cc/3NSNyzNR/ff3.jpg
Russia,Soviet Union,152mm 2S19 Msta-S,abandoned,7965,https://i.postimg.cc/YqhYV3pF/764.png
Russia,Soviet Union,152mm 2S19 Msta-S,abandoned,7966,https://i.postimg.cc/VvcXHJpv/d27.png
Russia,Soviet Union,152mm 2S19 Msta-S,abandoned,7967,https://i.postimg.cc/NFFhC8rz/3350.jpg
Russia,Soviet Union,122mm BM-21 'Grad',abandoned,7985,https://i.postimg.cc/1t68G6Ls/Screenshot-8400.png
Russia,Soviet Union,122mm BM-21 'Grad',abandoned,7986,https://i.postimg.cc/T3WhvbLL/v54.png
Russia,Soviet Union,122mm BM-21 'Grad',abandoned,7987,https://i.postimg.cc/3xDpBMBL/r44.png
Russia,Soviet Union,122mm BM-21 'Grad',abandoned,7988,https://i.postimg.cc/7Zxh5pRG/r45.png
Russia,Soviet Union,122mm BM-21 'Grad',abandoned,7989,https://i.postimg.cc/nr1Wrst0/439.png
Russia,Russia,220mm TOS-1A,abandoned,71004,https://i.postimg.cc/FHk1HzFy/r1.jpg
Russia,Russia,2K22M1 Tunguska,abandoned,71009,https://i.postimg.cc/BZ7r1kkf/3d2.png
Russia,Russia,2K22M1 Tunguska,abandoned,71010,https://i.postimg.cc/htLpLCsr/gw.png
Russia,Russia,2K22M1 Tunguska,abandoned,71011,https://i.postimg.cc/9MqLyHJZ/764.png
Russia,Russia,2K22M1 Tunguska,abandoned,71012,https://i.postimg.cc/Qt3jK6LJ/66577.png
Russia,Russia,2K22M1 Tunguska,abandoned,71013,https://i.postimg.cc/6pD3WrQj/gy67.png
Russia,Soviet Union,9K33 Osa,abandoned,71016,https://i.postimg.cc/PxkdsRX3/438.png
Russia,Soviet Union,9K33 Osa,abandoned,71017,https://i.postimg.cc/3RKjWRVn/6657.png
Russia,Soviet Union,9K35 Strela-10,abandoned,71020,https://i.postimg.cc/rmQmjFmn/542.png
Russia,Soviet Union,9K35 Strela-10,abandoned,71021,https://i.postimg.cc/FKXqgKZj/n8.jpg
Russia,Soviet Union,9K35 Strela-10,abandoned,71022,https://i.postimg.cc/gcVRwKgk/v56.png
Russia,Soviet Union,9A330 Tor TLAR (for 9K330 Tor-M),abandoned,71037,https://i.postimg.cc/8PS5zQYB/4310.png
Russia,Soviet Union,9A330 Tor TLAR (for 9K330 Tor-M),abandoned,71038,https://i.postimg.cc/mgHPxQR3/5k.png
Russia,Russia,9A331 TLAR (for 9K331 Tor-M1),abandoned,71044,https://i.postimg.cc/6pfMfZYj/f430.jpg
Russia,Russia,Pantsir-S1,abandoned,71049,https://i.postimg.cc/nc1WwSy5/f6.png
Russia,Russia,Ka-52 'Alligator' attack helicopter,abandoned,71092,https://postimg.cc/jCmC8Nx5
Russia,Russia,Ka-52 'Alligator' attack helicopter,abandoned,71093,https://i.postimg.cc/Zqj182jJ/987.png
Russia,Soviet Union,GAZ-66,abandoned,71117,https://i.postimg.cc/8zKhCCjn/317.png
Russia,Soviet Union,ZiL-131,abandoned,71126,https://i.postimg.cc/1ttjTBH0/4455.png
Russia,Soviet Union,ZiL-131,abandoned,71127,https://i.postimg.cc/8k2Hgm1B/Screenshot-8397.png
Russia,Russia,GAZ-3308,abandoned,71131,https://postimg.cc/cg7mbbzG
Russia,Russia,GAZ-3308,abandoned,71132,https://postimg.cc/62xczXYh
Russia,Russia,GAZ-3308,abandoned,71133,https://i.postimg.cc/wjz9hn1C/361.png
Russia,Russia,GAZ Sobol,abandoned,71135,https://postimg.cc/87FbS5YH
Russia,Russia,Ural-4320,abandoned,71205,https://i.postimg.cc/xd8C4F47/tt2.png
Russia,Russia,Ural-4320,abandoned,71206,https://i.postimg.cc/0yrVn7sf/4314.png
Russia,Russia,Ural-4320,abandoned,71207,https://i.postimg.cc/R0KVpG33/Screenshot-8272.png
Russia,Russia,Ural-4320,abandoned,71208,https://postimg.cc/yDMtjPBF
Russia,Russia,Ural-4320,abandoned,71209,https://i.postimg.cc/3NZBVjmC/j8l.jpg
Russia,Russia,Ural-4320,abandoned,71210,https://postimg.cc/SXqk7XMx
Russia,Russia,Ural-4320,abandoned,71211,https://postimg.cc/fVYM97kP
Russia,Russia,Ural-4320,abandoned,71212,https://i.postimg.cc/kMY6zXXK/g43.png
Russia,Russia,Ural-4320,abandoned,71213,https://i.postimg.cc/ZKHxv1VF/d12.png
Russia,Russia,Ural-4320,abandoned,71214,https://i.postimg.cc/vTzf9VLH/f2.png
Russia,Russia,Ural-4320,abandoned,71215,https://i.postimg.cc/vHLG8bfn/352.png
Russia,Russia,Ural-4320,abandoned,71216,https://i.postimg.cc/gcZ4B3nc/46.png
Russia,Russia,Ural-4320,abandoned,71217,https://i.postimg.cc/dVqB1XnD/4y.png
Russia,Russia,Ural-4320,abandoned,71218,https://i.postimg.cc/66gbyLs4/p6.png
Russia,Russia,Ural-4320,abandoned,71219,https://i.postimg.cc/tTB5g9by/359.png
Russia,Russia,Ural-4320,abandoned,71220,https://i.postimg.cc/hjpd1JQJ/6j.png
Russia,Russia,Ural-43206,abandoned,71284,https://i.postimg.cc/k4x56Cb5/Screenshot-8409.png
Russia,Russia,Ural-43206,abandoned,71285,https://i.postimg.cc/yYNkW1z2/471.png
Russia,Russia,Ural Federal,abandoned,71297,https://postimg.cc/4nNVGy79
Russia,Russia,Ural Federal,abandoned,71298,https://i.postimg.cc/dV3Dkbgw/b8.png
Russia,Russia,Ural Federal,abandoned,71299,https://i.postimg.cc/JhwxKbT0/4454.jpg
Russia,Russia,Ural-63704-0010 Tornado-U,abandoned,71300,https://i.postimg.cc/Y0JH8vN0/79.png
Russia,Russia,Ural-542301 tank transporter,abandoned,71301,https://i.postimg.cc/63s3pqTS/Screenshot-8407.png
Russia,Russia,KamAZ 4x4,abandoned,71304,https://i.postimg.cc/65M1yk1T/4245.png
Russia,Russia,KamAZ 6x6,abandoned,71394,https://i.postimg.cc/GhDp0yzL/tt1.png
Russia,Russia,KamAZ 6x6,abandoned,71395,https://i.postimg.cc/CK9ZnJrc/Screenshot-8398.png
Russia,Russia,KamAZ 6x6,abandoned,71396,https://i.postimg.cc/9F0M05Tb/Screenshot-8232.png
Russia,Russia,KamAZ 6x6,abandoned,71397,https://i.postimg.cc/RFmCkffg/Screenshot-8273.png
Russia,Russia,KamAZ 6x6,abandoned,71398,https://i.postimg.cc/tCPccYNm/v8.png
Russia,Russia,KamAZ 6x6,abandoned,71399,https://i.postimg.cc/xTNQw51P/aa1.jpg
Russia,Russia,KamAZ 6x6,abandoned,71400,https://i.postimg.cc/RC6RYDzZ/Screenshot-8396.png
Russia,Russia,KamAZ 6x6,abandoned,71401,https://i.postimg.cc/ZqYR92LP/Screenshot-8486.png
Russia,Russia,KamAZ 6x6,abandoned,71402,https://i.postimg.cc/Pf0f1L53/v3.png
Russia,Russia,KamAZ 6x6,abandoned,71403,https://i.postimg.cc/sgcVZwrF/ka1.png
Russia,Russia,KamAZ 6x6,abandoned,71404,https://i.postimg.cc/WbxvqjmQ/g1.png
Russia,Russia,KamAZ 6x6,abandoned,71405,https://i.postimg.cc/nh7tv50M/g2.png
Russia,Russia,KamAZ 6x6,abandoned,71406,https://i.postimg.cc/jjbYvXFc/g3.png
Russia,Russia,KamAZ 6x6,abandoned,71407,https://i.postimg.cc/SRcQVH07/44366.png
Russia,Russia,KamAZ 6x6,abandoned,71408,https://i.postimg.cc/43yxjGmX/432.png
Russia,Russia,KamAZ 6x6,abandoned,71409,https://i.postimg.cc/85PBn7X1/a1.png
Russia,Russia,KamAZ 6x6,abandoned,71410,https://i.postimg.cc/QxWgPGmW/a2.png
Russia,Russia,KamAZ 6x6,abandoned,71411,https://i.postimg.cc/C1PHyw9b/a3.png
Russia,Russia,KamAZ 6x6,abandoned,71412,https://i.postimg.cc/rsDGMvL3/a4.png
Russia,Russia,KamAZ 6x6,abandoned,71413,https://i.postimg.cc/gc7qNkVW/a5.png
Russia,Russia,KamAZ Avtozaks,abandoned,71478,https://i.postimg.cc/kg3NP1YY/a6.png
Russia,Russia,KamAZ with armoured cabin,abandoned,71481,https://i.postimg.cc/k5h1G2f3/39.png
Russia,Russia,KamAZ with armoured cabin,abandoned,71482,https://i.postimg.cc/4yj6dBfd/a7.png
Russia,Soviet Union,UAZ-469,abandoned,71490,https://i.postimg.cc/J4Nx3qRy/37h.png
Russia,Russia,UAZ Patriot,abandoned,71493,https://i.postimg.cc/tggdgvNx/54g.jpg
Russia,Russia,Unknown truck,abandoned,71539,https://i.postimg.cc/26pbyqvZ/v56.png
Russia,Russia,Unknown truck,abandoned,71540,https://i.postimg.cc/zDWGBmQX/dgj.png
Ukraine,Soviet Union,T-64BV,abandoned,3801575,https://i.postimg.cc/CLn96SZZ/f7.png
Ukraine,Soviet Union,T-64BV,abandoned,3801576,https://i.postimg.cc/rFzZ43Zg/578.png
Ukraine,Soviet Union,T-64BV,abandoned,3801577,https://i.postimg.cc/vBTn2B8C/467.png
Ukraine,Soviet Union,T-64BV,abandoned,3801578,https://i.postimg.cc/fTV39LBr/5570.png
Ukraine,Soviet Union,T-64BV,abandoned,3801579,https://i.postimg.cc/qBsnPDXc/5548.png
Ukraine,Soviet Union,T-64BV,abandoned,3801580,https://i.postimg.cc/k5m1QQ2y/dd3.png
Ukraine,Soviet Union,T-64BV,abandoned,3801582,https://i.postimg.cc/8Pf8WQWH/557l.png
Ukraine,Ukraine,T-64B1M,abandoned,3801606,https://i.postimg.cc/HxmWTxMP/3d1.png 
Ukraine,Soviet Union,T-80BV,abandoned,3801612,https://i.postimg.cc/MHW2qp47/d39.png
Ukraine,Soviet Union,BRDM-2,abandoned,3801625,https://i.postimg.cc/cLp0yYYV/795.png
Ukraine,Soviet Union,MT-LB,abandoned,3801649,https://i.postimg.cc/D00sLq8C/Screenshot-8261.png 
Ukraine,Ukraine,MT-LB Ambulance,abandoned,3801653,https://i.postimg.cc/3Jv5s5tq/468.png 
Ukraine,Soviet Union,MT-LBu,abandoned,3801656,https://i.postimg.cc/ZYHxJ6rp/Screenshot-8036.png
Ukraine,Soviet Union,BMP-1(P),abandoned,3801681,https://i.postimg.cc/vmNpXbHQ/gg2.png
Ukraine,Soviet Union,BMP-1(P),abandoned,3801682,https://i.postimg.cc/nzYYjDN8/Screenshot-8035.png
Ukraine,Soviet Union,BMP-1(P),abandoned,3801683,https://i.postimg.cc/8cZRwV1t/Screenshot-8037.png
Ukraine,Soviet Union,BMP-1(P),abandoned,3801684,https://i.postimg.cc/vTY7Wmd4/Screenshot-8038.png
Ukraine,Soviet Union,BMP-1(P),abandoned,3801685,https://i.postimg.cc/TYfDBCPr/577.png
Ukraine,Soviet Union,BMP-1(P),abandoned,3801686,https://i.postimg.cc/sgxvL5xm/689.png
Ukraine,Soviet Union,BMP-2,abandoned,3801693,https://i.postimg.cc/xT3v6qKT/4470.png 
Ukraine,Ukraine,BTR-4,abandoned,3801703,https://i.postimg.cc/mkdGX6cb/447.png
Ukraine,Ukraine,BTR-4,abandoned,3801704,https://i.postimg.cc/xd84RZV8/Screenshot-9035.png
Ukraine,Soviet Union,BTR-70,abandoned,3801727,https://i.postimg.cc/RCWcTD3F/579.png
Ukraine,Ukraine,Unknown BTR,abandoned,3801745,https://i.postimg.cc/524HCBT8/b1.png
Ukraine,Ukraine,Kozak-2,abandoned,3801767,https://postimg.cc/JD2WNfPx
Ukraine,Soviet Union,100mm MT-12 anti-tank gun,abandoned,3801801,https://i.postimg.cc/MGrVpjLq/n2.png
